season,date,home_team,away_team,temperature,divisional,week,game_time,over_under,day,ou_result,win_percentage_home,win_percentage_away,spread_home,spread_away,result_home,result_away,vs_line_home,vs_line_away,after_bye_home,after_bye_away,actual_result_home,actual_result_away
2021,2021-12-26,CAR,TAM,73,1,16,early,43,Sun,under,0.294,0.765,9.5,-9.5,L 6-32,W 32-6,did not cover,covered,0,0,26,-26
2021,2021-12-05,ATL,TAM,59,1,13,early,50.5,Sun,under,0.412,0.765,10.5,-10.5,L 17-30,W 30-17,did not cover,covered,0,0,13,-13
2021,2021-11-28,IND,TAM,41,0,12,early,53.5,Sun,over,0.529,0.765,3,-3,L 31-38,W 38-31,did not cover,covered,0,0,7,-7
2021,2021-11-14,WAS,TAM,47,0,10,early,51,Sun,under,0.412,0.765,9.5,-9.5,W 29-19,L 19-29,covered,did not cover,1,1,-10,10
2021,2021-10-10,TAM,MIA,84,0,5,early,48,Sun,over,0.765,0.529,-10,10,W 45-17,L 17-45,covered,did not cover,0,0,-28,28
2021,2021-12-12,TAM,BUF,82,0,14,afternoon,54.5,Sun,over,0.765,0.647,-3.5,3.5,W 33-27 (OT),L 27-33 (OT),covered,did not cover,0,0,-6,6
2021,2021-10-31,NOR,TAM,72,1,8,afternoon,49,Sun,over,0.529,0.765,4.5,-4.5,W 36-27,L 27-36,covered,did not cover,0,0,-9,9
2021,2021-10-24,TAM,CHI,83,0,7,afternoon,47,Sun,under,0.765,0.353,-11.5,11.5,W 38-3,L 3-38,covered,did not cover,0,0,-35,35
2021,2021-09-26,LAR,TAM,66,0,3,afternoon,55.5,Sun,over,0.706,0.765,1.5,-1.5,W 34-24,L 24-34,covered,did not cover,0,0,-10,10
2021,2021-09-19,TAM,ATL,85,1,2,afternoon,51.5,Sun,over,0.765,0.412,-12.5,12.5,W 48-25,L 25-48,covered,did not cover,0,0,-23,23
2021,2021-12-19,TAM,NOR,75,1,15,night,45.5,Sun,under,0.765,0.529,-11.5,11.5,L 0-9,W 9-0,did not cover,covered,0,0,9,-9
2021,2021-11-22,TAM,NYG,68,0,11,night,50,Mon,under,0.765,0.235,-11,11,W 30-10,L 10-30,covered,did not cover,0,1,-20,20
2021,2021-10-14,PHI,TAM,74,0,6,night,52.5,Thu,under,0.529,0.765,7,-7,L 22-28,W 28-22,covered,did not cover,0,0,6,-6
2021,2021-10-03,NWE,TAM,62,0,4,night,49.5,Sun,under,0.588,0.765,7,-7,L 17-19,W 19-17,covered,did not cover,0,0,2,-2
2021,2021-09-09,TAM,DAL,82,0,1,night,52,Thu,over,0.765,0.706,-8.5,8.5,W 31-29,L 29-31,did not cover,covered,0,0,-2,2
2024,2024-12-01,CIN,PIT,32,1,13,early,47,Sun,over,0.333,0.75,-3,3,L 38-44,W 44-38,did not cover,covered,1,0,6,-6
2024,2024-11-17,PIT,BAL,52,1,11,early,48.5,Sun,under,0.75,0.615,3,-3,W 18-16,L 16-18,covered,did not cover,0,0,-2,2
2024,2024-11-10,WAS,PIT,57,0,10,early,45.5,Sun,over,0.615,0.75,-2.5,2.5,L 27-28,W 28-27,did not cover,covered,0,1,1,-1
2024,2024-09-29,IND,PIT,70,0,4,early,40.5,Sun,over,0.462,0.75,1,-1,W 27-24,L 24-27,covered,did not cover,0,0,-3,3
2024,2024-09-22,PIT,LAC,72,0,3,early,34.5,Sun,under,0.75,0.667,-1,1,W 20-10,L 10-20,covered,did not cover,0,0,-10,10
2024,2024-09-08,ATL,PIT,76,0,1,early,42,Sun,under,0.5,0.75,-3.5,3.5,L 10-18,W 18-10,did not cover,covered,0,0,8,-8
2024,2024-10-13,LVR,PIT,85,0,6,afternoon,36.5,Sun,over,0.167,0.75,3,-3,L 13-32,W 32-13,did not cover,covered,0,0,19,-19
2024,2024-09-15,DEN,PIT,83,0,2,afternoon,36.5,Sun,under,0.615,0.75,2.5,-2.5,L 6-13,W 13-6,did not cover,covered,0,0,7,-7
2024,2024-11-21,CLE,PIT,36,1,12,night,36.5,Thu,over,0.25,0.75,3.5,-3.5,W 24-19,L 19-24,covered,did not cover,0,0,-5,5
2024,2024-10-28,PIT,NYG,54,0,8,night,36.5,Mon,over,0.75,0.167,-6,6,W 26-18,L 18-26,covered,did not cover,0,0,-8,8
2024,2024-10-20,PIT,NYJ,60,0,7,night,39,Sun,over,0.75,0.25,1.5,-1.5,W 37-15,L 15-37,covered,did not cover,0,0,-22,22
2024,2024-10-06,PIT,DAL,67,0,5,night,43.5,Sun,under,0.75,0.417,-2.5,2.5,L 17-20,W 20-17,did not cover,covered,0,0,3,-3
2022,2023-01-08,CIN,BAL,38,1,18,early,39.5,Sun,over,0.75,0.588,-9,9,W 27-16,L 16-27,covered,did not cover,1,0,-11,11
2022,2022-12-24,NWE,CIN,21,0,16,early,41.5,Sat,under,0.471,0.75,3,-3,L 18-22,W 22-18,did not cover,covered,0,0,4,-4
2022,2022-12-11,CIN,CLE,47,1,14,early,46.5,Sun,under,0.75,0.412,-5.5,5.5,W 23-10,L 10-23,covered,did not cover,0,0,-13,13
2022,2022-11-27,TEN,CIN,56,0,12,early,43,Sun,under,0.412,0.75,1.5,-1.5,L 16-20,W 20-16,did not cover,covered,0,0,4,-4
2022,2022-11-06,CIN,CAR,68,0,9,early,42.5,Sun,over,0.75,0.412,-7,7,W 42-21,L 21-42,covered,did not cover,0,0,-21,21
2022,2022-10-23,CIN,ATL,73,0,7,early,47,Sun,over,0.75,0.412,-6.5,6.5,W 35-17,L 17-35,covered,did not cover,0,0,-18,18
2022,2022-10-16,NOR,CIN,77,0,6,early,43,Sun,over,0.412,0.75,3,-3,L 26-30,W 30-26,did not cover,covered,0,0,4,-4
2022,2022-09-25,NYJ,CIN,66,0,3,early,45,Sun,under,0.412,0.75,6,-6,L 12-27,W 27-12,did not cover,covered,0,0,15,-15
2022,2022-09-11,CIN,PIT,76,1,1,early,44,Sun,under,0.75,0.529,-7,7,L 20-23 (OT),W 23-20 (OT),did not cover,covered,0,0,3,-3
2022,2022-12-18,TAM,CIN,66,0,15,afternoon,45,Sun,over,0.471,0.75,3.5,-3.5,L 23-34,W 34-23,did not cover,covered,0,0,11,-11
2022,2022-11-20,PIT,CIN,27,1,11,afternoon,40,Sun,over,0.529,0.75,3.5,-3.5,L 30-37,W 37-30,did not cover,covered,0,1,7,-7
2022,2022-10-31,CLE,CIN,66,1,8,night,45,Mon,push,0.412,0.75,3,-3,W 32-13,L 13-32,covered,did not cover,0,0,-19,19
2022,2022-10-09,BAL,CIN,60,1,5,night,47.5,Sun,under,0.588,0.75,-3.5,3.5,W 19-17,L 17-19,did not cover,covered,0,0,-2,2
2022,2022-09-29,CIN,MIA,63,0,4,night,47.5,Thu,under,0.75,0.529,-3.5,3.5,W 27-15,L 15-27,covered,did not cover,0,0,-12,12
2023,2023-10-29,DAL,LAR,45,0,8,early,44.5,Sun,over,0.706,0.588,-6.5,6.5,W 43-20,L 20-43,covered,did not cover,1,0,-23,23
2023,2023-12-24,MIA,DAL,75,0,16,afternoon,49,Sun,under,0.647,0.706,-1.5,1.5,W 22-20,L 20-22,covered,did not cover,0,0,-2,2
2023,2023-12-17,BUF,DAL,48,0,15,afternoon,49.5,Sun,under,0.647,0.706,-2,2,W 31-10,L 10-31,covered,did not cover,0,0,-21,21
2023,2023-11-23,DAL,WAS,62,1,12,afternoon,48.5,Thu,over,0.706,0.235,-13.5,13.5,W 45-10,L 10-45,covered,did not cover,0,0,-35,35
2023,2023-11-12,DAL,NYG,63,1,10,afternoon,38.5,Sun,over,0.706,0.353,-17.5,17.5,W 49-17,L 17-49,covered,did not cover,0,0,-32,32
2023,2023-11-05,PHI,DAL,64,1,9,afternoon,46.5,Sun,over,0.647,0.706,-3,3,W 28-23,L 23-28,covered,did not cover,0,0,-5,5
2023,2023-10-01,DAL,NWE,91,0,4,afternoon,43.5,Sun,under,0.706,0.235,-6.5,6.5,W 38-3,L 3-38,covered,did not cover,0,0,-35,35
2023,2023-09-24,ARI,DAL,93,0,3,afternoon,43.5,Sun,over,0.235,0.706,11.5,-11.5,W 28-16,L 16-28,covered,did not cover,0,0,-12,12
2023,2023-09-17,DAL,NYJ,90,0,2,afternoon,38.5,Sun,over,0.706,0.412,-8.5,8.5,W 30-10,L 10-30,covered,did not cover,0,0,-20,20
2023,2023-12-30,DAL,DET,55,0,17,night,52,Sat,under,0.706,0.706,-5,5,W 20-19,L 19-20,did not cover,covered,0,0,-1,1
2023,2023-12-10,DAL,PHI,43,1,14,night,51.5,Sun,under,0.706,0.647,-3.5,3.5,W 33-13,L 13-33,covered,did not cover,0,0,-20,20
2023,2023-11-30,DAL,SEA,61,0,13,night,47,Thu,over,0.706,0.529,-9.5,9.5,W 41-35,L 35-41,did not cover,covered,0,0,-6,6
2023,2023-10-16,LAC,DAL,74,0,6,night,50,Mon,under,0.294,0.706,1.5,-1.5,L 17-20,W 20-17,did not cover,covered,1,0,3,-3
2023,2023-10-08,SFO,DAL,78,0,5,night,45,Sun,over,0.706,0.706,-3.5,3.5,W 42-10,L 10-42,covered,did not cover,0,0,-32,32
2023,2023-09-10,NYG,DAL,74,1,1,night,45.5,Sun,under,0.353,0.706,3.5,-3.5,L 0-40,W 40-0,did not cover,covered,0,0,40,-40
2023,2023-12-24,MIN,DET,54,1,16,early,47.5,Sun,over,0.412,0.706,3,-3,L 24-30,W 30-24,did not cover,covered,0,0,6,-6
2023,2023-12-10,CHI,DET,36,1,14,early,43,Sun,under,0.412,0.706,3,-3,W 28-13,L 13-28,covered,did not cover,1,0,-15,15
2023,2023-12-03,NOR,DET,65,0,13,early,47.5,Sun,over,0.529,0.706,4.5,-4.5,L 28-33,W 33-28,did not cover,covered,0,0,5,-5
2023,2023-11-23,DET,GNB,68,1,12,early,47,Thu,over,0.706,0.529,-8,8,L 22-29,W 29-22,did not cover,covered,0,0,7,-7
2023,2023-10-08,DET,CAR,68,0,5,early,43.5,Sun,over,0.706,0.118,-9.5,9.5,W 42-24,L 24-42,covered,did not cover,0,0,-18,18
2023,2023-09-24,DET,ATL,0,0,3,early,47.5,Sun,under,0.706,0.412,-3,3,W 20-6,L 6-20,covered,did not cover,0,0,-14,14
2023,2023-09-17,DET,SEA,68,0,2,early,47,Sun,over,0.706,0.529,-4.5,4.5,L 31-37 (OT),W 37-31 (OT),did not cover,covered,0,0,6,-6
2023,2023-11-12,LAC,DET,79,0,10,afternoon,48.5,Sun,over,0.294,0.706,2.5,-2.5,L 38-41,W 41-38,did not cover,covered,0,1,3,-3
2023,2023-10-15,TAM,DET,77,0,6,afternoon,43.5,Sun,under,0.529,0.706,3,-3,L 6-20,W 20-6,did not cover,covered,1,0,14,-14
2023,2023-12-16,DET,DEN,70,0,15,night,48,Sat,over,0.706,0.471,-4.5,4.5,W 42-17,L 17-42,covered,did not cover,0,0,-25,25
2023,2023-10-30,DET,LVR,72,0,8,night,45.5,Mon,under,0.706,0.471,-7,7,W 26-14,L 14-26,covered,did not cover,0,0,-12,12
2023,2023-09-28,GNB,DET,64,1,4,night,45,Thu,over,0.529,0.706,2.5,-2.5,L 20-34,W 34-20,did not cover,covered,0,0,14,-14
2023,2023-12-31,WAS,SFO,48,0,17,early,49.5,Sun,under,0.235,0.706,14,-14,L 10-27,W 27-10,did not cover,covered,0,0,17,-17
2023,2023-11-12,JAX,SFO,59,0,10,early,44.5,Sun,under,0.529,0.706,3,-3,L 3-34,W 34-3,did not cover,covered,1,1,31,-31
2023,2023-10-15,CLE,SFO,53,0,6,early,35.5,Sun,over,0.647,0.706,9.5,-9.5,W 19-17,L 17-19,covered,did not cover,1,0,-2,2
2023,2023-09-10,PIT,SFO,72,0,1,early,41.5,Sun,under,0.588,0.706,1.5,-1.5,L 7-30,W 30-7,did not cover,covered,0,0,23,-23
2023,2023-12-17,ARI,SFO,76,1,15,afternoon,48.5,Sun,over,0.235,0.706,12,-12,L 29-45,W 45-29,did not cover,covered,1,0,16,-16
2023,2023-12-10,SFO,SEA,63,1,14,afternoon,46.5,Sun,under,0.706,0.529,-13.5,13.5,W 28-16,L 16-28,did not cover,covered,0,0,-12,12
2023,2023-12-03,PHI,SFO,52,0,13,afternoon,48,Sun,over,0.647,0.706,3,-3,L 19-42,W 42-19,did not cover,covered,0,0,23,-23
2023,2023-11-19,SFO,TAM,65,0,11,afternoon,41,Sun,push,0.706,0.529,-13,13,W 27-14,L 14-27,push,push,0,0,-13,13
2023,2023-10-29,SFO,CIN,74,0,8,afternoon,44.5,Sun,over,0.706,0.529,-4.5,4.5,L 17-31,W 31-17,did not cover,covered,0,1,14,-14
2023,2023-10-01,SFO,ARI,75,1,4,afternoon,44.5,Sun,over,0.706,0.235,-16.5,16.5,W 35-16,L 16-35,covered,did not cover,0,0,-19,19
2023,2023-09-17,LAR,SFO,71,1,2,afternoon,44.5,Sun,over,0.588,0.706,7.5,-7.5,L 23-30,W 30-23,covered,did not cover,0,0,7,-7
2023,2023-11-23,SEA,SFO,39,1,12,night,43.5,Thu,over,0.529,0.706,7.5,-7.5,L 13-31,W 31-13,did not cover,covered,0,0,18,-18
2023,2023-10-23,MIN,SFO,60,0,7,night,44,Mon,under,0.412,0.706,7,-7,W 22-17,L 17-22,covered,did not cover,0,0,-5,5
2023,2023-09-21,SFO,NYG,77,0,3,night,43.5,Thu,under,0.706,0.353,-10.5,10.5,W 30-12,L 12-30,covered,did not cover,0,0,-18,18
2022,2022-12-18,JAX,DAL,54,0,15,early,48,Sun,over,0.529,0.706,4,-4,W 40-34 (OT),L 34-40 (OT),covered,did not cover,0,0,-6,6
2022,2022-12-11,DAL,HOU,53,0,14,early,44,Sun,over,0.706,0.206,-17,17,W 27-23,L 23-27,did not cover,covered,0,0,-4,4
2022,2022-10-23,DAL,DET,80,0,7,early,49,Sun,under,0.706,0.529,-6.5,6.5,W 24-6,L 6-24,covered,did not cover,0,1,-18,18
2022,2022-10-02,DAL,WAS,74,1,4,early,41.5,Sun,under,0.706,0.5,-3,3,W 25-10,L 10-25,covered,did not cover,0,0,-15,15
2022,2023-01-08,WAS,DAL,42,1,18,afternoon,40,Sun,under,0.5,0.706,7,-7,W 26-6,L 6-26,covered,did not cover,0,0,-20,20
2022,2022-11-24,DAL,NYG,57,1,12,afternoon,45.5,Thu,over,0.706,0.559,-10,10,W 28-20,L 20-28,did not cover,covered,0,0,-8,8
2022,2022-11-13,GNB,DAL,33,0,10,afternoon,44.5,Sun,over,0.471,0.706,4,-4,W 31-28 (OT),L 28-31 (OT),covered,did not cover,0,1,-3,3
2022,2022-10-09,LAR,DAL,74,0,5,afternoon,42,Sun,under,0.294,0.706,-5.5,5.5,L 10-22,W 22-10,did not cover,covered,0,0,12,-12
2022,2022-12-29,TEN,DAL,56,0,17,night,39.5,Thu,over,0.412,0.706,12.5,-12.5,L 13-27,W 27-13,did not cover,covered,0,0,14,-14
2022,2022-12-04,DAL,IND,67,0,13,night,44.5,Sun,over,0.706,0.265,-10.5,10.5,W 54-19,L 19-54,covered,did not cover,0,0,-35,35
2022,2022-09-26,NYG,DAL,66,1,3,night,39,Mon,push,0.559,0.706,-1,1,L 16-23,W 23-16,did not cover,covered,0,0,7,-7
2022,2022-09-11,DAL,TAM,81,0,1,night,50,Sun,under,0.706,0.471,2,-2,L 3-19,W 19-3,did not cover,covered,0,0,16,-16
2021,2021-12-19,NYG,DAL,37,1,15,early,43.5,Sun,under,0.235,0.706,11.5,-11.5,L 6-21,W 21-6,did not cover,covered,0,0,15,-15
2021,2021-12-12,WAS,DAL,48,1,14,early,48,Sun,under,0.412,0.706,4.5,-4.5,L 20-27,W 27-20,did not cover,covered,0,0,7,-7
2021,2021-11-14,DAL,ATL,63,0,10,early,55,Sun,under,0.706,0.412,-8,8,W 43-3,L 3-43,covered,did not cover,0,0,-40,40
2021,2021-11-07,DAL,DEN,64,0,9,early,48.5,Sun,under,0.706,0.412,-10,10,L 16-30,W 30-16,did not cover,covered,0,0,14,-14
2021,2021-10-03,DAL,CAR,82,0,4,early,51.5,Sun,over,0.706,0.294,-4,4,W 36-28,L 28-36,covered,did not cover,0,0,-8,8
2021,2022-01-02,DAL,ARI,38,0,17,afternoon,52.5,Sun,under,0.706,0.647,-6.5,6.5,L 22-25,W 25-22,did not cover,covered,0,0,3,-3
2021,2021-11-25,DAL,LVR,58,0,12,afternoon,51.5,Thu,over,0.706,0.588,-7.5,7.5,L 33-36 (OT),W 36-33 (OT),did not cover,covered,0,0,3,-3
2021,2021-11-21,KAN,DAL,57,0,11,afternoon,56.5,Sun,under,0.706,0.706,-2.5,2.5,W 19-9,L 9-19,covered,did not cover,0,0,-10,10
2021,2021-10-17,NWE,DAL,62,0,6,afternoon,50.5,Sun,over,0.588,0.706,3.5,-3.5,L 29-35 (OT),W 35-29 (OT),did not cover,covered,0,0,6,-6
2021,2021-10-10,DAL,NYG,88,1,5,afternoon,52.5,Sun,over,0.706,0.235,-7,7,W 44-20,L 20-44,covered,did not cover,0,0,-24,24
2021,2021-09-19,LAC,DAL,71,0,2,afternoon,55,Sun,under,0.529,0.706,-3,3,L 17-20,W 20-17,did not cover,covered,0,0,3,-3
2021,2022-01-08,PHI,DAL,31,1,18,night,43.5,Sat,over,0.529,0.706,4,-4,L 26-51,W 51-26,did not cover,covered,0,0,25,-25
2021,2021-12-26,DAL,WAS,74,1,16,night,46.5,Sun,over,0.706,0.412,-10,10,W 56-14,L 14-56,covered,did not cover,0,0,-42,42
2021,2021-12-02,NOR,DAL,59,0,13,night,47.5,Thu,under,0.529,0.706,5,-5,L 17-27,W 27-17,did not cover,covered,0,0,10,-10
2021,2021-10-31,MIN,DAL,42,0,8,night,51.5,Sun,under,0.471,0.706,-3,3,L 16-20,W 20-16,did not cover,covered,1,1,4,-4
2021,2021-09-27,DAL,PHI,86,1,3,night,51.5,Mon,over,0.706,0.529,-3.5,3.5,W 41-21,L 21-41,covered,did not cover,0,0,-20,20
2021,2022-01-02,CIN,KAN,33,0,17,early,51.5,Sun,over,0.588,0.706,4,-4,W 34-31,L 31-34,covered,did not cover,0,0,-3,3
2021,2021-12-12,KAN,LVR,47,1,14,early,48,Sun,over,0.706,0.588,-10,10,W 48-9,L 9-48,covered,did not cover,0,0,-39,39
2021,2021-10-24,TEN,KAN,74,0,7,early,57.5,Sun,under,0.706,0.706,4,-4,W 27-3,L 3-27,covered,did not cover,0,0,-24,24
2021,2021-10-17,WAS,KAN,62,0,6,early,54,Sun,under,0.412,0.706,7,-7,L 13-31,W 31-13,did not cover,covered,0,0,18,-18
2021,2021-10-03,PHI,KAN,73,0,4,early,54.5,Sun,over,0.529,0.706,7,-7,L 30-42,W 42-30,did not cover,covered,0,0,12,-12
2021,2021-09-26,KAN,LAC,81,1,3,early,54.5,Sun,under,0.706,0.529,-7,7,L 24-30,W 30-24,did not cover,covered,0,0,6,-6
2021,2022-01-08,DEN,KAN,41,1,18,afternoon,45,Sat,over,0.412,0.706,11,-11,L 24-28,W 28-24,covered,did not cover,0,0,4,-4
2021,2021-12-26,KAN,PIT,60,0,16,afternoon,46.5,Sun,under,0.706,0.559,-12.5,12.5,W 36-10,L 10-36,covered,did not cover,0,0,-26,26
2021,2021-09-12,KAN,CLE,88,0,1,afternoon,54.5,Sun,over,0.706,0.471,-5.5,5.5,W 33-29,L 29-33,did not cover,covered,0,0,-4,4
2021,2021-12-16,LAC,KAN,54,1,15,night,52.5,Thu,over,0.529,0.706,3,-3,L 28-34 (OT),W 34-28 (OT),did not cover,covered,0,0,6,-6
2021,2021-12-05,KAN,DEN,58,1,13,night,47,Sun,under,0.706,0.412,-9.5,9.5,W 22-9,L 9-22,covered,did not cover,1,0,-13,13
2021,2021-11-14,LVR,KAN,73,1,10,night,52,Sun,over,0.588,0.706,2.5,-2.5,L 14-41,W 41-14,did not cover,covered,0,0,27,-27
2021,2021-11-01,KAN,NYG,39,0,8,night,52,Mon,under,0.706,0.235,-10,10,W 20-17,L 17-20,did not cover,covered,0,0,-3,3
2021,2021-10-10,KAN,BUF,76,0,5,night,56.5,Sun,over,0.706,0.647,-2.5,2.5,L 20-38,W 38-20,did not cover,covered,0,0,18,-18
2021,2021-09-19,BAL,KAN,82,0,2,night,54.5,Sun,over,0.471,0.706,4,-4,W 36-35,L 35-36,covered,did not cover,0,0,-1,1
2021,2022-01-02,TEN,MIA,43,0,17,early,40,Sun,under,0.706,0.529,-3,3,W 34-3,L 3-34,covered,did not cover,0,0,-31,31
2021,2021-12-19,PIT,TEN,32,0,15,early,44,Sun,under,0.559,0.706,-1,1,W 19-13,L 13-19,covered,did not cover,0,0,-6,6
2021,2021-12-12,TEN,JAX,45,1,14,early,43.5,Sun,under,0.706,0.176,-8.5,8.5,W 20-0,L 0-20,covered,did not cover,1,0,-20,20
2021,2021-11-28,NWE,TEN,33,0,12,early,43.5,Sun,over,0.588,0.706,-7,7,W 36-13,L 13-36,covered,did not cover,0,0,-23,23
2021,2021-11-21,TEN,HOU,59,1,11,early,44.5,Sun,under,0.706,0.235,-10,10,L 13-22,W 22-13,did not cover,covered,0,1,9,-9
2021,2021-11-14,TEN,NOR,53,0,10,early,44,Sun,push,0.706,0.529,-3,3,W 23-21,L 21-23,did not cover,covered,0,0,-2,2
2021,2021-10-31,IND,TEN,55,1,8,early,51,Sun,over,0.529,0.706,-3,3,L 31-34 (OT),W 34-31 (OT),did not cover,covered,0,0,3,-3
2021,2021-10-10,JAX,TEN,78,1,5,early,48.5,Sun,over,0.176,0.706,4.5,-4.5,L 19-37,W 37-19,did not cover,covered,0,0,18,-18
2021,2021-10-03,NYJ,TEN,78,0,4,early,44,Sun,over,0.235,0.706,6,-6,W 27-24 (OT),L 24-27 (OT),covered,did not cover,0,0,-3,3
2021,2021-09-26,TEN,IND,72,1,3,early,47.5,Sun,under,0.706,0.529,-5.5,5.5,W 25-16,L 16-25,covered,did not cover,0,0,-9,9
2021,2021-09-12,TEN,ARI,82,0,1,early,53.5,Sun,under,0.706,0.647,-3,3,L 13-38,W 38-13,did not cover,covered,0,0,25,-25
2021,2021-09-19,SEA,TEN,62,0,2,afternoon,54,Sun,over,0.412,0.706,-6.5,6.5,L 30-33 (OT),W 33-30 (OT),did not cover,covered,0,0,3,-3
2021,2021-12-23,TEN,SFO,48,0,16,night,44,Thu,under,0.706,0.588,3.5,-3.5,W 20-17,L 17-20,covered,did not cover,0,0,-3,3
2021,2021-11-07,LAR,TEN,58,0,9,night,52.5,Sun,under,0.706,0.706,-7.5,7.5,L 16-28,W 28-16,did not cover,covered,0,0,12,-12
2021,2021-10-18,TEN,BUF,66,0,6,night,53.5,Mon,over,0.706,0.647,6,-6,W 34-31,L 31-34,covered,did not cover,0,0,-3,3
2021,2021-12-26,MIN,LAR,20,0,16,early,49,Sun,over,0.471,0.706,3.5,-3.5,L 23-30,W 30-23,did not cover,covered,0,0,7,-7
2021,2021-10-31,HOU,LAR,75,0,8,early,46.5,Sun,over,0.235,0.706,16,-16,L 22-38,W 38-22,push,push,0,0,16,-16
2021,2021-10-17,NYG,LAR,61,0,6,early,48.5,Sun,over,0.235,0.706,9,-9,L 11-38,W 38-11,did not cover,covered,0,0,27,-27
2021,2021-09-19,IND,LAR,81,0,2,early,48,Sun,over,0.529,0.706,3.5,-3.5,L 24-27,W 27-24,covered,did not cover,0,0,3,-3
2021,2022-01-09,LAR,SFO,73,1,18,afternoon,44.5,Sun,over,0.706,0.588,-3.5,3.5,L 24-27 (OT),W 27-24 (OT),did not cover,covered,0,0,3,-3
2021,2022-01-02,BAL,LAR,59,0,17,afternoon,46.5,Sun,under,0.471,0.706,6,-6,L 19-20,W 20-19,covered,did not cover,0,0,1,-1
2021,2021-12-05,LAR,JAX,59,0,13,afternoon,48,Sun,under,0.706,0.176,-13,13,W 37-7,L 7-37,covered,did not cover,0,0,-30,30
2021,2021-10-24,LAR,DET,66,0,7,afternoon,50.5,Sun,under,0.706,0.206,-16.5,16.5,W 28-19,L 19-28,did not cover,covered,0,0,-9,9
2021,2021-10-03,LAR,ARI,89,1,4,afternoon,49.5,Sun,over,0.706,0.647,-4,4,L 20-37,W 37-20,did not cover,covered,0,0,17,-17
2021,2021-12-21,LAR,SEA,60,1,15,night,46,Tue,under,0.706,0.412,-7,7,W 20-10,L 10-20,covered,did not cover,0,0,-10,10
2021,2021-12-13,ARI,LAR,68,1,14,night,51.5,Mon,over,0.647,0.706,-2.5,2.5,L 23-30,W 30-23,did not cover,covered,0,0,7,-7
2021,2021-11-15,SFO,LAR,59,1,10,night,49.5,Mon,under,0.588,0.706,4,-4,W 31-10,L 10-31,covered,did not cover,0,0,-21,21
2021,2021-10-07,SEA,LAR,56,1,5,night,54.5,Thu,under,0.412,0.706,2.5,-2.5,L 17-26,W 26-17,did not cover,covered,0,0,9,-9
2021,2021-09-12,LAR,CHI,72,0,1,night,46.5,Sun,over,0.706,0.353,-8,8,W 34-14,L 14-34,covered,did not cover,0,0,-20,20
2024,2024-11-17,CHI,GNB,54,1,11,early,40.5,Sun,under,0.333,0.692,5.5,-5.5,L 19-20,W 20-19,covered,did not cover,0,1,1,-1
2024,2024-10-27,JAX,GNB,84,0,8,early,49.5,Sun,over,0.167,0.692,4,-4,L 27-30,W 30-27,covered,did not cover,0,0,3,-3
2024,2024-10-20,GNB,HOU,72,0,7,early,48,Sun,under,0.692,0.615,-3,3,W 24-22,L 22-24,did not cover,covered,0,0,-2,2
2024,2024-10-13,GNB,ARI,50,0,6,early,47,Sun,push,0.692,0.5,-5.5,5.5,W 34-13,L 13-34,covered,did not cover,0,0,-21,21
2024,2024-09-22,TEN,GNB,87,0,3,early,37.5,Sun,over,0.25,0.692,-3,3,L 14-30,W 30-14,did not cover,covered,0,0,16,-16
2024,2024-09-15,GNB,IND,85,0,2,early,40.5,Sun,under,0.692,0.462,2.5,-2.5,W 16-10,L 10-16,covered,did not cover,0,0,-6,6
2024,2024-11-24,GNB,SFO,43,0,12,afternoon,44.5,Sun,over,0.692,0.417,-5.5,5.5,W 38-10,L 10-38,covered,did not cover,0,0,-28,28
2024,2024-10-06,LAR,GNB,73,0,5,afternoon,48.5,Sun,under,0.5,0.692,3,-3,L 19-24,W 24-19,did not cover,covered,0,0,5,-5
2024,2024-11-28,GNB,MIA,27,0,13,night,47.5,Thu,under,0.692,0.417,-3,3,W 30-17,L 17-30,covered,did not cover,0,0,-13,13
2024,2024-11-03,CLE,LAC,57,0,9,early,42.5,Sun,under,0.25,0.667,1,-1,L 10-27,W 27-10,did not cover,covered,0,0,17,-17
2024,2024-09-15,CAR,LAC,78,0,2,early,38.5,Sun,under,0.25,0.667,5,-5,L 3-26,W 26-3,did not cover,covered,0,0,23,-23
2024,2024-11-10,LAC,TEN,73,0,10,afternoon,38.5,Sun,over,0.667,0.25,-7.5,7.5,W 27-17,L 17-27,covered,did not cover,0,0,-10,10
2024,2024-10-27,LAC,NOR,76,0,8,afternoon,41,Sun,under,0.667,0.333,-7,7,W 26-8,L 8-26,covered,did not cover,0,0,-18,18
2024,2024-10-13,DEN,LAC,65,1,6,afternoon,36,Sun,over,0.615,0.667,3,-3,L 16-23,W 23-16,did not cover,covered,0,1,7,-7
2024,2024-09-08,LAC,LVR,97,1,1,afternoon,40,Sun,under,0.667,0.167,-3,3,W 22-10,L 10-22,covered,did not cover,0,0,-12,12
2024,2024-11-25,LAC,BAL,62,0,12,night,50.5,Mon,over,0.667,0.615,2.5,-2.5,L 23-30,W 30-23,did not cover,covered,0,0,7,-7
2024,2024-11-17,LAC,CIN,61,0,11,night,48.5,Sun,over,0.667,0.333,-1,1,W 34-27,L 27-34,covered,did not cover,0,0,-7,7
2024,2024-10-21,ARI,LAC,85,0,7,night,44.5,Mon,under,0.5,0.667,1,-1,W 17-15,L 15-17,covered,did not cover,0,0,-2,2
